Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
set-dorado-blanco,,,,,,,,,Cuchara Postre 17.5 cm,,,,,,,,,0.0,,0,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/cubierto_tenedor_pescado_blanco.jpg?v=1752855275,8,Set Dorado Blanco - CUBIERTOS - La Mesa de Nora,,,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/cubierto_cuchara_postre_blanco.jpg?v=1752855275,kg,,,
set-dorado-blanco,,,,,,,,,Cuchara Café 12.7 cm,,,,,,,,,0.0,,0,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/cubierto_tenedor_postre_blanco.jpg?v=1752855275,9,Set Dorado Blanco - CUBIERTOS - La Mesa de Nora,,,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/cubierto_cuchara_TE_blanco.jpg?v=1752855275,kg,,,
webkul-test-product-do-not-buy-this,Webkul Test Product || Do not buy this,"",LaMesaDeNora,Uncategorized,"",wk_booking,true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1000,,true,true,,,,,"",,,,false,,,,,,,,kg,,,active
security-deposit-charges,Security deposit charges,,LaMesaDeNora,Uncategorized,"",wk_booking_security,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1000,,true,true,,,,,,,,,false,,,,,,,,kg,,,draft
shot-alto,Shot Alto,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/shot_alto.jpg?v=1752855064,1,Shot Alto - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-boca-ancha,Shot Boca Ancha,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/shot_Boca_Ancha.jpg?v=1752855065,1,Shot Boca Ancha - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-cilindro-boca-ancha,Shot Cilindro Boca Ancha,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Shot_Cilindro_Boca_Ancha.jpg?v=1752855066,1,Shot Cilindro Boca Ancha - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-cilindro,Shot Cilindro,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Shot_Cilindro.jpg?v=1752855067,1,Shot Cilindro - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-cintura,Shot Cintura,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Shot_cintura.jpg?v=1752855068,1,Shot Cintura - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-circular,Shot Circular,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Shot_circular.jpg?v=1752855069,1,Shot Circular - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-corto,Shot Corto,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/shot_corto.jpg?v=1752855070,1,Shot Corto - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-cuadrado-textura,Shot Cuadrado Textura,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Shot_Cuadrado_textura.jpg?v=1752855071,1,Shot Cuadrado Textura - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-cuadrado,Shot Cuadrado,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Shot_Cuadrado.jpg?v=1752855071,1,Shot Cuadrado - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-mediano,Shot Mediano,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/shot_mediano.jpg?v=1752855072,1,Shot Mediano - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
shot-textura,Shot Textura,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,SHOTS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Shot_textura.jpg?v=1752855073,1,Shot Textura - SHOTS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-cuadrado-grande,Pocillo Cuadrado Grande,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/pocillo_cuadrado_grande_e4e7d8c6-2836-4d76-b962-9ed5c6ba440a.jpg?v=1752855074,1,Pocillo Cuadrado Grande - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-cuadrado-mediano,Pocillo Cuadrado Mediano,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_cuadrado_mediano.jpg?v=1752855075,1,Pocillo Cuadrado Mediano - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-cuadrado-transparente,Pocillo Cuadrado Transparente,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_cuadrado_transparente.jpg?v=1752855076,1,Pocillo Cuadrado Transparente - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-cuatro-puntas,Pocillo Cuatro Puntas,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/pocillo_cuatro_puntas.jpg?v=1752855077,1,Pocillo Cuatro Puntas - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-curva,Pocillo Curva,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_curva.jpg?v=1752855078,1,Pocillo Curva - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-fruta,Pocillo Fruta,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_fruta.jpg?v=1752855079,1,Pocillo Fruta - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-gota-ancho,Pocillo Gota Ancho,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_gota_ancho.jpg?v=1752855079,1,Pocillo Gota Ancho - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-gota-plana,Pocillo Gota Plana,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_gota_plana.jpg?v=1752855080,1,Pocillo Gota Plana - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-gota,Pocillo Gota,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_Gota.jpg?v=1752855081,1,Pocillo Gota - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-hoja,Pocillo Hoja,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/pocillo_hoja.jpg?v=1752855082,1,Pocillo Hoja - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-paila-oreja,Pocillo Paila Oreja,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_Paila_Oreja.jpg?v=1752855083,1,Pocillo Paila Oreja - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-redondo-asimetrico,Pocillo Redondo Asimetrico,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/Pocillo_redondo_asimetrico.jpg?v=1752855084,1,Pocillo Redondo Asimetrico - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-textura-pequeno,Pocillo Textura Pequeño,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/pocillo_textura_pequeno.jpg?v=1752855085,1,Pocillo Textura Pequeño - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
pocillo-transparente-cuadrado,Pocillo Transparente Cuadrado,"<p>Elaborado con materiales de alta calidad y un diseño elegante. Su tamaño es adecuado para distintos usos en eventos o reuniones. El alquiler requiere una cantidad mínima y se ofrece por un período estándar, con opción a extensión. La recogida se realiza localmente según la disponibilidad de la tienda.</p>",La Mesa de Nora,Home & Garden > Decor > Decorative Bowls,POCILLOS,"Complementos, wk_booking",true,Title,Default Title,,,,,,,,,0.0,,10,deny,manual,1000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0630/4294/5123/files/pocillo_transparente_cuadrado.jpg?v=1752855086,1,Pocillo Transparente Cuadrado - POCILLOS - La Mesa de Nora,false,,,,,,,,kg,,,active
